bloc,hassaniya_ar,hassaniya_norm,pulaar,english,sentiment,nuance
ethno_realigne,وإلين يوف العرس اتگيس لمر أهلها، ويمشي الراجل شور أهل، وإتم يجابر آلا في اليل.,والين يوف العرس اتگيس لمر اهلها، ويمشي الراجل شور اهل، واتم يجابر الا في اليل.,"So dewgal ngal gasii, debbo o yaha yiilo ɓesngu mum, gorko o yaha to yimɓe mum, ɓe potonta tan ko jemma.","When the wedding ends the woman visits her family and the man goes to his own people, and they meet only at night.",neutre,non
ethno_realigne,إلين يجمع أهلها هي ارحيل، إمشوها شور خيمتها، واتعود مستقله أوحدها.,الين يجمع اهلها هي ارحيل، امشوها شور خيمتها، واتعود مستقله اوحدها.,"Haa ɓesngu mum mooɓa jawdi mum, ɓe eggina mo e tilliisa mum keeriiɗo, o wona jeyɗo hoore mum.","Until her family gathers her belongings, move her to her own tent, and she becomes independent on her own.",neutre,non
ethno_realigne,انهار لكبير: العيد.,انهار لكبير: العيد.,Ñalawma mawɗo: Iidi.,The great day: the Eid.,neutre,non
ethno_realigne,في يوم انهار لكبير يوم عيد الفطر، السبب في ذاك هو عودان الناس لاه اتوادع آرمضان.,في يوم انهار لكبير يوم عيد الفطر، السبب في ذاك هو عودان الناس لاه اتوادع ارمضان.,"Ñalnde mawnde ndee, Iidul-Fitri, sabaabu ko yimɓe ina cakkitoo Ramadwaana.","On the great day, Eid al-Fitr, the reason is that people are bidding farewell to Ramadan.",neutre,non
ethno_realigne,هاذ معناه ان اكثريت الحيي كانت صايم، ولاه تنفظ عنها غبرت الصوم وتشهر وتظهر في مظهر زين، وإظل مستراحين ومجابريين انهار فر.,هاذ معناه ان اكثريت الحيي كانت صايم، ولاه تنفظ عنها غبرت الصوم وتشهر وتظهر في مظهر زين، واظل مستراحين ومجابريين انهار فر.,"Ɗum firti ko ɓuri heewde e hoɗdiigu nguu ko hoorɓe; jooni ɓe itti mbullaari koorka, ɓe feeɲa e mbaadi lobbi, ɓe deeƴa ɓe mooɓondira ñalnde fitri.","This means most of the neighborhood had been fasting, and now they shake off the dust of the fast, show themselves in fine appearance, and stay relaxed and gathered on the day of breaking the fast.",neutre,non
ethno_realigne,عند امنين يصبح الصبح إگوم الرجال إمرگ فطراتهم وإگسموهم اعلى الفقراء والمساكين.,عند امنين يصبح الصبح اگوم الرجال امرگ فطراتهم واگسموهم اعلي الفقراء والمساكين.,"So weeti, worɓe ngumtoo, ɓe njaltina sakkaa fitri, ɓe peccana ɓilaaɓe e waasɓe.","At daybreak the men rise, bring out their alms of fast-breaking (fitra), and distribute them to the poor and needy.",neutre,non
ethno_realigne,ويلبس الباسهم وإگيس اصلاة العيد، إلين يرجع يذبح اعيادهم.,ويلبس الباسهم واگيس اصلاه العيد، الين يرجع يذبح اعيادهم.,"Refti ɓe ɓoorna comci mum en ɓe njaha juulde Iidi, caggal mum ɓe ngarta ɓe kirsa kulle Iidi mum en.","Then they put on their clothes and go to the Eid prayer, after which they return to slaughter their Eid animals.",neutre,non
ethno_realigne,لعليات الهم نوب يتحفل: يتحناو ويظفر، واتلالهم الا يلبس الباسهم.,لعليات الهم نوب يتحفل: يتحناو ويظفر، واتلالهم الا يلبس الباسهم.,"Rewɓe ɓee ina mari mbaadi mum en teddungal: ɓe ɓilo henne, ɓe njuɓɓa leeɗe mum en, heddii tan ko ɓe cuɗoo ɓe njaha njiilo ɓesngu mum en.","The women have their own way of celebrating: they apply henna, braid their hair, and have only to dress up and go visit their families.",neutre,non
ethno_realigne,ويمش إزور آهاليهم، هم والترك والرجال والشباب كلها يمش إزور اصحاب واقرباين، وال منهم إگيس المسرحيات وابليدات الطرب.,ويمش ازور اهاليهم، هم والترك والرجال والشباب كلها يمش ازور اصحاب واقرباين، وال منهم اگيس المسرحيات وابليدات الطرب.,"Kamɓe, sukaaɓe, worɓe e sukaaɓe fof ina njaha njiilo sehilaaɓe e musiɗɓe, woɗɓe njaha pijirɗe e nokkuuji gimi.","They, the children, the men and the young people all go to visit friends and relatives, and some go to plays and places of music.",neutre,non
ethno_realigne,شي من العادات ال تعدل في ارمضان.,شي من العادات ال تعدل في ارمضان.,Woɗɓe e aadaaji ɗi gollirtee e nder Ramadwaana.,Some of the customs practiced during Ramadan.,neutre,non
ethno_realigne,آرمضان متخالف امع الشهر لاخرين، وذ ال كان يعدل سابگ ما يعدل فيه.,ارمضان متخالف امع الشهر لاخرين، وذ ال كان يعدل سابگ ما يعدل فيه.,"Ramadwaana ina seerti e lebbi goɗɗi ɗii, ko waɗatnoo ado mum waɗetaake e mum.","Ramadan is different from the other months, and what used to be done before is not done in it.",neutre,non
ethno_realigne,الشباب ال كان إگيس آنساتهم في اليل ما اتلاو إگسوهم، اتل خالگ الا تخراص التلفزة ولذاعه ال اتوخظ في ارمضان برامج مهمه عند الناس كامل، شبان واكهول.,الشباب ال كان اگيس انساتهم في اليل ما اتلاو اگسوهم، اتل خالگ الا تخراص التلفزه ولذاعه ال اتوخظ في ارمضان برامج مهمه عند الناس كامل، شبان واكهول.,"Sukaaɓe ɓe njahatnoo yiilaade giɗɓe mum en jemma ngalaa kadi noon; heddii tan ko ndaarde tele e rajo, ɗi e nder Ramadwaana njaltinta porogaramaaji himmuɗi e fof, sukaaɓe e mawɓe.","The young men who used to visit their sweethearts at night no longer do so; instead there is only watching the television and radio, which during Ramadan air programs important to everyone, young and old.",positif,non
ethno_realigne,في أرمضان يعدل المدح ال هو شكر ارسول واصحاب.,في ارمضان يعدل المدح ال هو شكر ارسول واصحاب.,"E nder Ramadwaana ina waɗee madiihi, ko ɗum woni jaarnugol Annabi e wonduɓe e makko.","During Ramadan the praise-singing is performed, which is thanks to the Prophet and his companions.",neutre,non
ethno_realigne,ارمضان فيه ليل باخبارها ينگالها ليلت ٢٧ <<ليلة القدر>>، هاذ اليل اعظيم عند الموريتانيين وعاداتهم اعليها ياسرين.,ارمضان فيه ليل باخبارها ينگالها ليلت ٢٧ <<ليله القدر>>، هاذ اليل اعظيم عند الموريتانيين وعاداتهم اعليها ياسرين.,"Ramadwaana ina mari jemma lolluɗo, 27ɓo, Jemma Hattirde (Laylatul-Qadri), jemma teddinaaɗo no feewi e Muritaninaaɓe ɓe ngoodi aadaaji keewɗi e mum.","Ramadan has a famous night, the 27th, the Night of Decree (Laylat al-Qadr), a night greatly honored by Mauritanians who have many customs about it.",neutre,non
ethno_realigne,إگول ان آجنون في آرمضان ما إظر ارواگيج إلين ليلت سبع وعشرين ينطلس وإعود إظر.,اگول ان اجنون في ارمضان ما اظر ارواگيج الين ليلت سبع وعشرين ينطلس واعود اظر.,"Ina wiyee jinneeji e nder Ramadwaana ɓe mfeeɲantaa mawɓe haa jemma 27ɓo, nde ɓe ngaccitee ɓe feeɲa kadi.","It is said that the jinn during Ramadan do not appear to the elders until the 27th night, when they are released and reappear.",neutre,non
ethno_realigne,وكل ارگاج من يالت يحذر منهم يصگل دار وگتحان وإحجب وإسم وإبات يعبد إلين إعود الصبح.,وكل ارگاج من يالت يحذر منهم يصگل دار وگتحان واحجب واسم وابات يعبد الين اعود الصبح.,"Kala mawɗo huluɗo ɓe ina uddita galle mum e damal mum, o waɗa talkuuji, o jannga o waasa ɗaanaade e dewal haa weeta.","And every elder who fears them locks his house and door, makes amulets, recites and stays up worshipping until morning.",neutre,non
ethno_realigne,طلابت الصدگ في انواكشوط.,طلابت الصدگ في انواكشوط.,Ɗaɓɓugol sadak e Nuwaasoot.,Begging for alms in Nouakchott.,neutre,non
ethno_realigne,من الملاحظ كثرت طلابت الصدگ اعلى احواشي الطرگوات، وعند لبناك والمسدوات ولمرص، وفي لمبديات.,من الملاحظ كثرت طلابت الصدگ اعلي احواشي الطرگوات، وعند لبناك والمسدوات ولمرص، وفي لمبديات.,"Ina yiyee keewal yiɗɓe sadak e dakkere laabi, e bankaaji, e jumaaji e luumo, e nokkuuji yimɓe fof.","One notices the great number of beggars along the roadsides, by the banks, the mosques and the market, and in public places.",neutre,non
ethno_realigne,وهذ الناس تجبر فيهم كل انواع البشر: المعوزين والعلايل، والناس ال جاي باسم الدين.,وهذ الناس تجبر فيهم كل انواع البشر: المعوزين والعلايل، والناس ال جاي باسم الدين.,"E nder ɓee yimɓe, a tawat sifaaji fof: waasɓe, nawnaaɓe, e yimɓe ngarooɓe e innde diine.","Among these people you find all kinds: the destitute, the sick, and people who come in the name of religion.",neutre,non
ethno_realigne,وحدين منهم يجتمع شي ينگال النذر: وهو هدي اتنعط لشخص تعتقد الناس ان اَگرب الرب، مقابل الحصول اعلى مني يتمناه الشخص ال عاطي الهدي.,وحدين منهم يجتمع شي ينگال النذر: وهو هدي اتنعط لشخص تعتقد الناس ان اگرب الرب، مقابل الحصول اعلي مني يتمناه الشخص ال عاطي الهدي.,"Woɓɓe e maɓɓe ina mooɓa ko wiyetee 'nadhri': dokkal ngal hokketee neɗɗo mo yimɓe sikki ina ɓadii Alla, ngam heɓde ko jom-dokkal ngal yiɗi.","Some of them gather what is called a 'vow' (nadhr): a gift given to a person people believe is close to God, in exchange for obtaining a wish of the giver.",neutre,non
ethno_realigne,وفيهم الترك اسقار ال ينتهزوه فرص لياك يحصل اعلي الفظ.,وفيهم الترك اسقار ال ينتهزوه فرص لياك يحصل اعلي الفظ.,E maɓɓe ina woodi sukaaɓe tokosɓe ɓe njaɓtotoo fartaŋŋe ngam heɓde kaalis.,Among them are young children who seize the chance to get money.,neutre,non
ethno_realigne,وعلي كل حال الطلب مسل ما تنفع، ولا اگبلنا گاع ان المعوزين يطلب، الناس اصحاح ما من يالتهم يطلب.,وعلي كل حال الطلب مسل ما تنفع، ولا اگبلنا گاع ان المعوزين يطلب، الناس اصحاح ما من يالتهم يطلب.,"E kala sifa, ɗaɓɓugol addataa ko moƴƴi; hay so tawii waasɓe ina mbaawi ɗaɓɓude, yimɓe celluɓe foti ko ɓe wonaa e yiɗɓe sadak.","In any case begging brings nothing good; even granting that the destitute may beg, healthy people should not be among the beggars.",positif,non
ethno_realigne,إكول المثل: <<اعطيني ما اتخلي ال يبغيني>>.,اكول المثل: <<اعطيني ما اتخلي ال يبغيني>>.,"Ñaawoore: 'Hokku mi, kono wata ruttu mo yiɗi mi.'","Proverb: 'Give to me, but do not turn away the one who wants me.'",neutre,non
ethno_realigne,<<ال كان يكتل ما اتل إحشم>>.,<<ال كان يكتل ما اتل احشم>>.,"Ñaawoore: 'Mo yiɗi warde huunde, gacce nattii heɓde mo.'",Proverb: 'He who wants to kill (get) something is no longer ashamed.',neutre,non
ethno_realigne,التبذير في انواكشوط عند العيد.,التبذير في انواكشوط عند العيد.,Bonnugol jawdi e Nuwaasoot e sahaa Iidi.,Wastefulness in Nouakchott at Eid time.,negatif,non
ethno_realigne,التبذير مسل ما تنفع ونتايجها امحالي.,التبذير مسل ما تنفع ونتايجها امحالي.,"Bonnugol jawdi nafataa, battane mum ko bonɗe.",Wastefulness is of no benefit and its consequences are dire.,neutre,non
ethno_realigne,ومجتمعنا وخاصة في انواكشوط باد اعليه التبذير، برجالت واعليات، فقراء واغنياء.,ومجتمعنا وخاصه في انواكشوط باد اعليه التبذير، برجالت واعليات، فقراء واغنياء.,"Renndo amen, teeŋti e Nuwaasoot, ko bonnugol jawdi heɓi, e worɓe e rewɓe, alɗuɓe e waasɓe.","Our society, especially in Nouakchott, is consumed by wastefulness, among men and women, rich and poor.",neutre,non
ethno_realigne,وإتم الا شي معقول إلين إج العيد، يخلگ من شي ما اتوصفولك ماه عينك، ويساو فيه <<لعم والفرطاص>>، وال عند ل شي وال ما عند ل شي.,واتم الا شي معقول الين اج العيد، يخلگ من شي ما اتوصفولك ماه عينك، ويساو فيه <<لعم والفرطاص>>، وال عند ل شي وال ما عند ل شي.,"Ina jokka e haqqille haa Iidi ara, refti huunde nde sifotaako waɗa, nde alɗuɗo e waasɗo, jom-jawdi e mo alaa, potindirtee.","It stays reasonable until Eid comes, then something indescribable happens, in which the rich and the destitute, those who have and those who have not, are made equal.",neutre,non
